epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,715.8,0.88032,1.17444,0.54827,1.03795,0.90537,0.9305,0.9466,0.71512,0.90537,0.9305,0.94724,0.59752,0.92224,1.12281,0.53786,1.10038,0.000402982,0.000402982,0.000402982
46,731.628,0.88577,1.19559,0.5377,1.04388,0.9187,0.90734,0.9461,0.71674,0.92939,0.91476,0.9528,0.60573,0.9191,1.09919,0.54397,1.08645,0.000395913,0.000395913,0.000395913
47,747.312,0.88803,1.20819,0.54878,1.03762,0.90969,0.89454,0.93732,0.70859,0.91928,0.8861,0.93925,0.58866,0.9072,1.09293,0.5808,1.07869,0.000388844,0.000388844,0.000388844
48,763.001,0.87381,1.18958,0.55896,1.03478,0.94105,0.88224,0.95218,0.72196,0.94678,0.8861,0.95361,0.61228,0.92073,1.08135,0.55014,1.09095,0.000381776,0.000381776,0.000381776
49,778.606,0.87276,1.19755,0.54368,1.03026,0.9222,0.90927,0.94327,0.71761,0.92626,0.91699,0.95511,0.60549,0.92247,1.09636,0.54737,1.0941,0.000374707,0.000374707,0.000374707
50,794.268,0.85855,1.17173,0.52906,1.01605,0.91412,0.92473,0.94165,0.7245,0.92337,0.93243,0.95639,0.61426,0.90888,1.06088,0.5487,1.07971,0.000367639,0.000367639,0.000367639
51,810.158,0.86609,1.20713,0.53672,1.0317,0.93185,0.89755,0.94696,0.70254,0.9122,0.93243,0.95724,0.59315,0.94254,1.08664,0.55228,1.10288,0.00036057,0.00036057,0.00036057
52,825.905,0.8701,1.17576,0.54174,1.03264,0.92415,0.91699,0.95565,0.72821,0.92804,0.92085,0.95916,0.60772,0.88837,1.07555,0.52208,1.07855,0.000353501,0.000353501,0.000353501
53,841.624,0.8487,1.18487,0.52804,1.02414,0.92608,0.91506,0.95069,0.72144,0.93333,0.91885,0.95425,0.60533,0.90022,1.07846,0.52131,1.07728,0.000346433,0.000346433,0.000346433
54,857.342,0.84506,1.17717,0.52532,1.01273,0.91333,0.91549,0.94911,0.71942,0.9144,0.92085,0.95608,0.61048,0.90836,1.06951,0.53563,1.08382,0.000339364,0.000339364,0.000339364
55,873.032,0.83914,1.15264,0.5225,1.01314,0.90422,0.92664,0.94627,0.71924,0.91671,0.92664,0.95743,0.61101,0.90767,1.06638,0.52374,1.08728,0.000332296,0.000332296,0.000332296
56,888.795,0.84783,1.15085,0.51653,1.01871,0.92197,0.91239,0.95038,0.72114,0.92311,0.90927,0.9444,0.6033,0.90042,1.08399,0.52467,1.07669,0.000325227,0.000325227,0.000325227
57,904.488,0.83194,1.16717,0.51417,1.01543,0.92743,0.91313,0.95064,0.72066,0.93053,0.9112,0.95099,0.60598,0.88943,1.08896,0.5334,1.07282,0.000318158,0.000318158,0.000318158
58,920.212,0.84518,1.17146,0.51762,1.01413,0.9174,0.92857,0.95366,0.72278,0.92309,0.92857,0.95693,0.60483,0.9043,1.09122,0.51657,1.08723,0.00031109,0.00031109,0.00031109
59,935.977,0.82866,1.13738,0.51021,1.01303,0.89596,0.93094,0.93949,0.71244,0.92868,0.90541,0.94232,0.59099,0.89251,1.08957,0.54472,1.089,0.000304021,0.000304021,0.000304021
60,951.707,0.8331,1.15828,0.50279,1.01915,0.93279,0.91506,0.95324,0.71899,0.93422,0.91699,0.96083,0.61124,0.90401,1.10164,0.52701,1.07705,0.000296953,0.000296953,0.000296953
61,967.4,0.82404,1.14595,0.49116,1.00458,0.94049,0.90927,0.95362,0.72898,0.93849,0.90734,0.9567,0.61591,0.89237,1.08049,0.52145,1.07274,0.000289884,0.000289884,0.000289884
62,983.13,0.81377,1.13121,0.48776,1.00667,0.93176,0.89575,0.95092,0.72875,0.93933,0.89673,0.95934,0.61796,0.90133,1.07494,0.5202,1.09348,0.000282815,0.000282815,0.000282815
63,998.929,0.83004,1.12679,0.50163,1.00771,0.93515,0.89768,0.94689,0.72812,0.94119,0.90347,0.95483,0.60589,0.89241,1.0943,0.5139,1.07469,0.000275747,0.000275747,0.000275747
64,1014.54,0.81643,1.1167,0.47896,1.01099,0.92213,0.9112,0.94436,0.72324,0.92464,0.90927,0.95223,0.6139,0.90601,1.08307,0.52673,1.08898,0.000268678,0.000268678,0.000268678
65,1030.25,0.82949,1.14569,0.49115,1.00567,0.92649,0.92664,0.95264,0.73411,0.92842,0.92857,0.95625,0.61671,0.8744,1.06197,0.49633,1.05992,0.00026161,0.00026161,0.00026161
66,1046.17,0.81915,1.13975,0.49468,1.00345,0.93282,0.91141,0.95023,0.73032,0.93875,0.91721,0.95747,0.61438,0.89969,1.06561,0.52271,1.07065,0.000254541,0.000254541,0.000254541
67,1061.97,0.82699,1.13427,0.48808,1.0103,0.93529,0.90734,0.95038,0.72495,0.93728,0.90927,0.95786,0.61055,0.89698,1.06555,0.51519,1.0672,0.000247472,0.000247472,0.000247472
68,1077.71,0.79336,1.10004,0.46984,0.99465,0.93913,0.90734,0.95132,0.73745,0.94839,0.91506,0.96119,0.61699,0.87797,1.07299,0.50882,1.06267,0.000240404,0.000240404,0.000240404
69,1093.64,0.80865,1.13557,0.48833,1.00057,0.95026,0.89382,0.94583,0.72331,0.94901,0.89824,0.95522,0.6049,0.90081,1.0764,0.512,1.07969,0.000233335,0.000233335,0.000233335
70,1109.3,0.80023,1.12574,0.4705,0.99462,0.92726,0.91048,0.95554,0.72995,0.93119,0.91434,0.96368,0.61923,0.89044,1.07315,0.49662,1.07843,0.000226267,0.000226267,0.000226267
71,1125.06,0.79427,1.1316,0.47542,0.99443,0.94033,0.91264,0.95579,0.73632,0.94447,0.91929,0.96074,0.62038,0.88768,1.06709,0.48289,1.07468,0.000219198,0.000219198,0.000219198
72,1140.94,0.79932,1.14382,0.4672,0.9941,0.93268,0.91892,0.95816,0.7422,0.93464,0.92085,0.96113,0.62298,0.87678,1.06275,0.50024,1.06916,0.000212129,0.000212129,0.000212129
73,1156.64,0.81498,1.13903,0.47625,0.99645,0.92655,0.92857,0.95737,0.73872,0.93362,0.93436,0.96027,0.61691,0.86596,1.07591,0.48251,1.06933,0.000205061,0.000205061,0.000205061
74,1172.25,0.78536,1.11402,0.46723,0.99058,0.92219,0.9112,0.94596,0.72245,0.9278,0.91699,0.95285,0.60881,0.89907,1.08124,0.50679,1.08915,0.000197992,0.000197992,0.000197992
75,1187.95,0.78454,1.10426,0.45817,0.99,0.92651,0.92479,0.94601,0.7245,0.92844,0.92672,0.95109,0.60466,0.89594,1.08575,0.50866,1.08495,0.000190924,0.000190924,0.000190924
76,1203.69,0.79462,1.14384,0.46149,0.9967,0.92458,0.92471,0.94851,0.72446,0.93231,0.93243,0.95775,0.61962,0.90312,1.07062,0.4965,1.07256,0.000183855,0.000183855,0.000183855
77,1219.34,0.77427,1.09413,0.4641,0.99032,0.92296,0.92509,0.953,0.74075,0.92873,0.9308,0.96227,0.62148,0.87122,1.06176,0.48726,1.06584,0.000176786,0.000176786,0.000176786
78,1235.01,0.77174,1.11299,0.46513,0.9843,0.92947,0.91584,0.94588,0.72028,0.93143,0.91777,0.95413,0.60769,0.89738,1.07586,0.50228,1.09161,0.000169718,0.000169718,0.000169718
79,1250.61,0.76828,1.10093,0.44943,0.98674,0.92556,0.91313,0.9515,0.72848,0.93792,0.91506,0.95775,0.61294,0.89418,1.09091,0.50048,1.07991,0.000162649,0.000162649,0.000162649
80,1266.22,0.77778,1.11101,0.45315,0.99014,0.93462,0.91506,0.95082,0.73729,0.93761,0.9112,0.95415,0.61707,0.87534,1.07081,0.49152,1.07282,0.000155581,0.000155581,0.000155581
81,1281.94,0.77324,1.11405,0.45065,0.9881,0.94775,0.90541,0.95396,0.74138,0.95277,0.90927,0.9635,0.62211,0.87044,1.08896,0.48026,1.0637,0.000148512,0.000148512,0.000148512
