epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,532.126,0.64503,0.8512,0.45109,0.94589,0.87707,0.83784,0.89423,0.64121,0.89013,0.84462,0.90472,0.53093,1.00512,1.30059,0.70172,1.17281,0.007129,0.007129,0.007129
31,549.479,0.63366,0.84937,0.44963,0.94351,0.89439,0.85328,0.90705,0.64747,0.89471,0.853,0.91108,0.52972,0.99008,1.28843,0.6366,1.15374,0.00703,0.00703,0.00703
32,567.08,0.64393,0.86604,0.44882,0.94634,0.89221,0.8417,0.90168,0.66055,0.90257,0.85135,0.91107,0.53282,0.95473,1.30352,0.63331,1.14747,0.006931,0.006931,0.006931
33,584.463,0.62596,0.83404,0.43559,0.9383,0.8747,0.89189,0.92497,0.66813,0.87966,0.88903,0.92616,0.55645,0.98351,1.24652,0.60668,1.14871,0.006832,0.006832,0.006832
34,602.114,0.60326,0.80206,0.42874,0.93118,0.88515,0.87452,0.91501,0.65789,0.88906,0.87838,0.92111,0.53885,0.99693,1.29075,0.6143,1.16204,0.006733,0.006733,0.006733
35,619.715,0.61365,0.7963,0.4333,0.937,0.89957,0.85714,0.91212,0.65935,0.9016,0.85907,0.90992,0.54273,0.96722,1.26413,0.6289,1.13629,0.006634,0.006634,0.006634
36,637.247,0.59655,0.79198,0.42295,0.92813,0.91962,0.86135,0.92481,0.67888,0.92374,0.86521,0.92854,0.55716,0.96723,1.2932,0.61654,1.14781,0.006535,0.006535,0.006535
37,654.906,0.5972,0.80343,0.41584,0.92712,0.89923,0.8441,0.90286,0.66103,0.9041,0.84749,0.91032,0.53861,0.98019,1.23487,0.63853,1.13804,0.006436,0.006436,0.006436
38,672.352,0.59414,0.78934,0.4163,0.92583,0.89136,0.87259,0.90662,0.65626,0.89788,0.88031,0.9031,0.53371,0.97882,1.31648,0.60222,1.16055,0.006337,0.006337,0.006337
39,690.028,0.58459,0.75975,0.40763,0.92907,0.90745,0.85174,0.91833,0.66484,0.92362,0.83398,0.91612,0.54937,0.9715,1.23516,0.60175,1.14497,0.006238,0.006238,0.006238
40,707.624,0.58045,0.75874,0.41196,0.92771,0.89597,0.85907,0.9142,0.66623,0.9037,0.86955,0.9217,0.53786,0.97132,1.28074,0.58983,1.14526,0.006139,0.006139,0.006139
41,725.27,0.58276,0.76998,0.40839,0.92564,0.89171,0.861,0.90943,0.66775,0.8858,0.86293,0.90255,0.53504,0.94603,1.24069,0.63128,1.13427,0.00604,0.00604,0.00604
42,742.797,0.58264,0.77161,0.40406,0.9306,0.91857,0.87105,0.9247,0.6763,0.91592,0.87645,0.92315,0.54848,0.94705,1.2375,0.58652,1.12365,0.005941,0.005941,0.005941
