epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,842.759,0.54411,0.73345,0.38177,0.91624,0.90805,0.87699,0.93218,0.68616,0.90205,0.8712,0.92336,0.5498,0.94836,1.23245,0.5445,1.12568,0.005347,0.005347,0.005347
49,860.17,0.55492,0.73644,0.38647,0.91867,0.89743,0.91506,0.93689,0.69407,0.89743,0.91506,0.93299,0.56724,0.92278,1.20625,0.54793,1.11217,0.005248,0.005248,0.005248
50,877.674,0.5421,0.71612,0.37817,0.91035,0.8997,0.89961,0.93299,0.67899,0.89777,0.89768,0.93531,0.56314,0.9324,1.18879,0.54111,1.1182,0.005149,0.005149,0.005149
51,895.268,0.53686,0.71923,0.37547,0.9152,0.8913,0.90226,0.93242,0.68863,0.90035,0.88957,0.92634,0.56181,0.92792,1.17755,0.55811,1.11648,0.00505,0.00505,0.00505
52,912.719,0.53858,0.70407,0.37463,0.91475,0.90478,0.89881,0.92974,0.67532,0.89293,0.89189,0.91592,0.55784,0.94213,1.19227,0.56453,1.12385,0.004951,0.004951,0.004951
53,929.978,0.52487,0.72607,0.37242,0.91321,0.89081,0.88803,0.92415,0.67967,0.91412,0.86873,0.92951,0.56031,0.93222,1.19422,0.55059,1.12304,0.004852,0.004852,0.004852
54,947.237,0.52812,0.70063,0.36655,0.90921,0.90019,0.89961,0.93512,0.69097,0.89427,0.89382,0.92893,0.56375,0.92989,1.20021,0.54741,1.12501,0.004753,0.004753,0.004753
55,964.798,0.5197,0.70293,0.36036,0.90503,0.91197,0.8861,0.92596,0.68354,0.91478,0.87038,0.92616,0.56477,0.93965,1.19651,0.57782,1.12245,0.004654,0.004654,0.004654
56,982.223,0.52511,0.70365,0.36093,0.9083,0.89885,0.89208,0.93082,0.68255,0.90717,0.88667,0.93556,0.57037,0.92308,1.17656,0.54589,1.1167,0.004555,0.004555,0.004555
57,999.54,0.51067,0.66821,0.35818,0.90532,0.89704,0.87645,0.92492,0.68192,0.89506,0.87452,0.92226,0.56206,0.93147,1.18951,0.55884,1.13092,0.004456,0.004456,0.004456
58,1017.06,0.51217,0.67841,0.35132,0.90514,0.91448,0.87259,0.92428,0.69084,0.91852,0.87645,0.93171,0.56505,0.90354,1.20714,0.54422,1.10184,0.004357,0.004357,0.004357
59,1034.58,0.5038,0.66146,0.352,0.90184,0.89865,0.87302,0.91551,0.67428,0.89127,0.87838,0.91132,0.56613,0.92821,1.20698,0.58411,1.12527,0.004258,0.004258,0.004258
60,1051.93,0.49758,0.66745,0.35162,0.90259,0.89342,0.89007,0.92719,0.68751,0.90256,0.89768,0.93707,0.57045,0.92059,1.18474,0.54661,1.11158,0.004159,0.004159,0.004159
61,1069.31,0.50594,0.68235,0.3495,0.90793,0.89696,0.89064,0.93524,0.69232,0.89342,0.89001,0.93716,0.57464,0.92457,1.17171,0.5414,1.12334,0.00406,0.00406,0.00406
62,1086.66,0.49474,0.66207,0.337,0.90066,0.93373,0.87037,0.9358,0.68973,0.93563,0.86985,0.93839,0.57106,0.9287,1.1949,0.52505,1.13786,0.003961,0.003961,0.003961
63,1104.05,0.4894,0.66837,0.33826,0.90325,0.89999,0.8861,0.93544,0.69267,0.89756,0.8796,0.9331,0.57812,0.93763,1.19216,0.54163,1.13153,0.003862,0.003862,0.003862
64,1121.48,0.48218,0.66931,0.33322,0.89992,0.92934,0.8861,0.93643,0.69572,0.92878,0.88031,0.93765,0.57365,0.91975,1.19234,0.51598,1.113,0.003763,0.003763,0.003763
65,1139.04,0.48488,0.65667,0.33414,0.89889,0.90786,0.87495,0.93133,0.68789,0.90362,0.88688,0.92966,0.57129,0.92729,1.20423,0.52141,1.11798,0.003664,0.003664,0.003664
66,1156.59,0.486,0.66056,0.33613,0.89848,0.92162,0.89768,0.93548,0.69349,0.91493,0.88996,0.92688,0.5702,0.913,1.17498,0.52078,1.11392,0.003565,0.003565,0.003565
67,1173.86,0.49235,0.66276,0.33452,0.90211,0.89419,0.89728,0.93697,0.70301,0.90738,0.88894,0.94177,0.58309,0.92006,1.2041,0.52293,1.11633,0.003466,0.003466,0.003466
68,1191.23,0.47763,0.64153,0.3288,0.89717,0.90227,0.90154,0.93574,0.70056,0.9042,0.90347,0.93655,0.57369,0.92002,1.17037,0.52452,1.11692,0.003367,0.003367,0.003367
69,1208.7,0.48194,0.63709,0.32846,0.90119,0.90509,0.90207,0.93418,0.70088,0.90892,0.90551,0.94073,0.57895,0.90598,1.17866,0.51184,1.10313,0.003268,0.003268,0.003268
70,1225.95,0.46403,0.63789,0.32525,0.89106,0.90767,0.90541,0.94196,0.69823,0.90338,0.90253,0.94154,0.57813,0.91324,1.16046,0.50539,1.09392,0.003169,0.003169,0.003169
71,1243.26,0.46461,0.63692,0.32025,0.89165,0.91472,0.89961,0.93421,0.70621,0.91668,0.90154,0.9412,0.58343,0.89774,1.18001,0.50738,1.09061,0.00307,0.00307,0.00307
72,1260.58,0.46031,0.62641,0.31794,0.89035,0.90202,0.89961,0.93095,0.69735,0.90881,0.90428,0.94024,0.57566,0.92435,1.18952,0.513,1.11488,0.002971,0.002971,0.002971
73,1278.02,0.46077,0.62299,0.31638,0.88852,0.91278,0.8668,0.9221,0.68687,0.92065,0.88417,0.94084,0.56936,0.92129,1.194,0.51066,1.11302,0.002872,0.002872,0.002872
74,1295.48,0.45918,0.61146,0.31234,0.88856,0.89764,0.89725,0.93764,0.70495,0.88667,0.92136,0.94725,0.58252,0.90102,1.18078,0.50493,1.10203,0.002773,0.002773,0.002773
75,1312.74,0.44754,0.61445,0.30863,0.8878,0.89727,0.91057,0.93501,0.71056,0.89735,0.91133,0.93099,0.58634,0.89113,1.17668,0.50063,1.09514,0.002674,0.002674,0.002674
76,1330.29,0.45449,0.6221,0.31069,0.89081,0.89468,0.91506,0.94215,0.71265,0.89057,0.91127,0.94047,0.58919,0.90979,1.15868,0.5068,1.101,0.002575,0.002575,0.002575
77,1347.58,0.44887,0.62423,0.3148,0.88917,0.87973,0.92278,0.93836,0.70983,0.88157,0.92471,0.94395,0.58833,0.90972,1.1854,0.50769,1.10849,0.002476,0.002476,0.002476
78,1365.11,0.44213,0.612,0.31073,0.88427,0.91837,0.89189,0.9409,0.71434,0.92431,0.89575,0.94953,0.58944,0.90161,1.16186,0.48773,1.0925,0.002377,0.002377,0.002377
79,1382.62,0.44664,0.61276,0.30596,0.88642,0.92777,0.89382,0.94056,0.7116,0.92582,0.89152,0.9422,0.59127,0.89999,1.15512,0.49074,1.10524,0.002278,0.002278,0.002278
80,1400.06,0.43697,0.60178,0.29992,0.88615,0.88742,0.91304,0.9376,0.71003,0.89302,0.91857,0.95112,0.58803,0.92531,1.15215,0.49681,1.11904,0.002179,0.002179,0.002179
81,1417.54,0.4337,0.58775,0.29845,0.88321,0.93988,0.87524,0.93981,0.70791,0.94786,0.88224,0.95322,0.58314,0.90851,1.16745,0.4836,1.10713,0.00208,0.00208,0.00208
82,1434.85,0.42125,0.58119,0.29623,0.88041,0.91749,0.90166,0.93896,0.70493,0.91946,0.90359,0.94013,0.57834,0.91168,1.16499,0.49275,1.11151,0.001981,0.001981,0.001981
83,1452.21,0.42239,0.5831,0.29586,0.88025,0.91163,0.89622,0.93517,0.69837,0.91528,0.89678,0.94002,0.5797,0.9088,1.1564,0.50044,1.10576,0.001882,0.001882,0.001882
84,1469.7,0.42357,0.58491,0.29134,0.88528,0.93993,0.87601,0.93783,0.70529,0.94407,0.87988,0.94383,0.57836,0.90766,1.17167,0.48808,1.10005,0.001783,0.001783,0.001783
85,1486.94,0.41943,0.57422,0.28937,0.88319,0.91692,0.8949,0.94225,0.70898,0.91692,0.8949,0.9456,0.58285,0.89291,1.16986,0.4763,1.10059,0.001684,0.001684,0.001684
86,1504.28,0.41716,0.57329,0.28422,0.8816,0.9203,0.88224,0.93886,0.71257,0.9276,0.89046,0.94693,0.58114,0.89986,1.1747,0.48429,1.10274,0.001585,0.001585,0.001585
87,1521.68,0.41206,0.57796,0.28183,0.88403,0.9007,0.91313,0.94283,0.71861,0.90832,0.92085,0.95508,0.59247,0.89903,1.17073,0.47143,1.10353,0.001486,0.001486,0.001486
88,1539.11,0.4043,0.57601,0.2823,0.87774,0.93614,0.87727,0.93955,0.70027,0.89568,0.9305,0.94578,0.58417,0.90191,1.17408,0.49863,1.10353,0.001387,0.001387,0.001387
89,1556.45,0.40021,0.55843,0.27931,0.87578,0.88569,0.92664,0.94778,0.71461,0.88613,0.93436,0.95366,0.59151,0.89395,1.17426,0.48254,1.09695,0.001288,0.001288,0.001288
90,1573.95,0.41047,0.56907,0.28277,0.87873,0.93324,0.87838,0.9458,0.70884,0.93734,0.88224,0.95305,0.58725,0.91154,1.17094,0.48949,1.10085,0.001189,0.001189,0.001189
91,1592.05,0.81964,1.05276,0.46413,1.07961,0.9042,0.91099,0.93248,0.71168,0.90631,0.91313,0.94069,0.58508,0.87675,1.13037,0.48568,1.07166,0.00109,0.00109,0.00109
92,1609.38,0.79277,1.011,0.43685,1.05578,0.91349,0.89693,0.93834,0.71719,0.91546,0.89886,0.94213,0.59171,0.88986,1.11145,0.4759,1.08339,0.000991,0.000991,0.000991
93,1626.51,0.79361,0.98175,0.44226,1.05561,0.90455,0.92278,0.94781,0.72217,0.90455,0.92278,0.95059,0.60105,0.88481,1.10544,0.47536,1.08016,0.000892,0.000892,0.000892
94,1643.68,0.78815,0.98841,0.42581,1.05416,0.92301,0.89575,0.94457,0.72262,0.92818,0.89961,0.94791,0.60126,0.88395,1.10376,0.4697,1.08038,0.000793,0.000793,0.000793
95,1661.06,0.76622,0.96317,0.41472,1.03807,0.92195,0.91215,0.9498,0.73019,0.92533,0.90908,0.94876,0.6006,0.87835,1.10923,0.45363,1.0776,0.000694,0.000694,0.000694
96,1678.27,0.75132,0.96024,0.40726,1.02954,0.92419,0.89575,0.9466,0.73588,0.89394,0.92745,0.94998,0.60659,0.87253,1.1018,0.46557,1.07019,0.000595,0.000595,0.000595
97,1695.47,0.75016,0.96288,0.39651,1.02049,0.91692,0.89482,0.94663,0.74292,0.92389,0.89961,0.95396,0.61116,0.85422,1.10052,0.46065,1.0597,0.000496,0.000496,0.000496
98,1712.85,0.74445,0.95537,0.39921,1.02391,0.91467,0.91056,0.95165,0.74316,0.92049,0.91635,0.95443,0.6097,0.85719,1.10542,0.45265,1.06002,0.000397,0.000397,0.000397
99,1729.89,0.74264,0.94183,0.39902,1.02188,0.9375,0.89775,0.95118,0.73764,0.93445,0.90817,0.95874,0.61085,0.86911,1.10472,0.44966,1.06815,0.000298,0.000298,0.000298
100,1747.02,0.74555,0.96386,0.40363,1.01433,0.91031,0.91892,0.9514,0.74223,0.91801,0.92471,0.95856,0.60853,0.85018,1.1038,0.45016,1.06303,0.000199,0.000199,0.000199
