epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,1566.15,0.26512,0.36933,0.24518,0.7746,0.92278,0.89382,0.93787,0.71402,0.92179,0.90541,0.94909,0.5805,0.57235,0.75706,0.41463,0.95139,0.00127439,0.00127439,0.00127439
90,1583.78,0.26841,0.3788,0.24778,0.77415,0.89102,0.90347,0.94041,0.7172,0.91881,0.89382,0.95,0.58833,0.56997,0.7547,0.41255,0.95221,0.00117683,0.00117683,0.00117683
91,1602.18,0.53686,0.68484,0.39853,0.95774,0.9202,0.88803,0.93668,0.70524,0.90869,0.90295,0.94445,0.58067,0.57399,0.72659,0.42327,0.94929,0.00107927,0.00107927,0.00107927
92,1619.63,0.51439,0.65529,0.38113,0.92885,0.9083,0.88224,0.9323,0.71761,0.91824,0.89189,0.94622,0.5907,0.5693,0.7199,0.42287,0.95278,0.000981702,0.000981702,0.000981702
93,1636.85,0.50752,0.64163,0.37536,0.9216,0.92892,0.88302,0.93712,0.71843,0.90296,0.91617,0.9484,0.59354,0.56792,0.72221,0.42702,0.95152,0.000884138,0.000884138,0.000884138
94,1654.1,0.50938,0.65437,0.3671,0.92763,0.93621,0.88996,0.9477,0.72814,0.9438,0.89768,0.96024,0.60131,0.56853,0.72047,0.40632,0.95254,0.000786575,0.000786575,0.000786575
95,1671.25,0.49304,0.62757,0.35073,0.91619,0.92613,0.89551,0.94607,0.72488,0.93401,0.90164,0.95669,0.59737,0.56723,0.72738,0.4072,0.9555,0.000689011,0.000689011,0.000689011
96,1688.47,0.49147,0.62972,0.35438,0.91091,0.94462,0.88903,0.94548,0.72501,0.94867,0.8919,0.95555,0.5993,0.56433,0.722,0.40483,0.94866,0.000591447,0.000591447,0.000591447
97,1705.64,0.48576,0.62838,0.34158,0.90009,0.92312,0.9112,0.94656,0.72841,0.93245,0.92085,0.95708,0.60262,0.56294,0.72303,0.40682,0.94659,0.000493883,0.000493883,0.000493883
98,1722.94,0.4817,0.62432,0.34612,0.90615,0.93104,0.89382,0.94634,0.73268,0.93564,0.90734,0.95385,0.6038,0.56152,0.71971,0.40572,0.94693,0.00039632,0.00039632,0.00039632
99,1740.17,0.48797,0.61745,0.34419,0.90108,0.92001,0.89961,0.94221,0.72823,0.93012,0.90927,0.95148,0.59791,0.5607,0.71373,0.40855,0.94968,0.000298756,0.000298756,0.000298756
100,1757.28,0.48591,0.63031,0.34151,0.90358,0.90633,0.90927,0.94408,0.73154,0.92055,0.91711,0.95413,0.60304,0.55593,0.71471,0.40297,0.9433,0.000201192,0.000201192,0.000201192
