epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.4337,1.19524,2.08114,2.29877,1.26826,0.79807,0.32808,0.55142,0.31564,0.80746,0.33194,0.53358,0.26576,1.34553,2.02607,2.49487,1.40327,0.0704,0.00328889,0.00328889
2,30.6563,1.0352,1.41813,1.09651,1.08237,0.73677,0.70784,0.75896,0.48101,0.72917,0.69498,0.75376,0.39758,1.18918,1.46621,1.37297,1.24234,0.0403344,0.00655666,0.00655666
3,43.7094,1.07783,1.44266,1.00794,1.11268,0.51728,0.30695,0.30727,0.15734,0.52928,0.31467,0.31201,0.1183,1.96458,2.75126,2.55945,1.98935,0.0102029,0.00975844,0.00975844
4,56.6257,1.1144,1.48469,1.01006,1.13531,0.63187,0.71042,0.64156,0.35278,0.62437,0.6867,0.62178,0.25735,1.38428,2.24042,2.14916,1.57271,0.009703,0.009703,0.009703
5,69.379,1.08417,1.35031,0.93726,1.12664,0.32609,0.20831,0.17147,0.09006,0.25822,0.15251,0.10606,0.03835,2.41304,3.79126,3.02348,2.65111,0.009604,0.009604,0.009604
6,82.276,1.07188,1.36716,0.88003,1.11454,0.74578,0.71358,0.75074,0.48763,0.74987,0.70609,0.74313,0.37308,1.24831,1.64722,1.38663,1.35844,0.009505,0.009505,0.009505
7,95.0663,1.01397,1.30465,0.82107,1.09209,0.73403,0.80116,0.79656,0.4993,0.74565,0.79537,0.80226,0.41755,1.24208,1.77828,1.28683,1.381,0.009406,0.009406,0.009406
8,107.849,0.97003,1.27539,0.7538,1.06982,0.77826,0.79273,0.82618,0.53738,0.78584,0.80046,0.83446,0.44435,1.18383,1.52629,1.02688,1.31257,0.009307,0.009307,0.009307
9,120.661,0.94889,1.22252,0.71969,1.05663,0.79482,0.74324,0.79702,0.47591,0.80349,0.7262,0.77605,0.35884,1.34848,1.82537,1.06226,1.42781,0.009208,0.009208,0.009208
10,133.48,0.92797,1.24267,0.69539,1.05017,0.81804,0.76834,0.82644,0.52884,0.79818,0.7529,0.80931,0.39466,1.24021,1.57496,1.12772,1.34893,0.009109,0.009109,0.009109
11,146.257,0.92141,1.21762,0.68409,1.04457,0.79875,0.78153,0.84582,0.54931,0.80467,0.78732,0.85261,0.44438,1.1874,1.51859,0.8333,1.3113,0.00901,0.00901,0.00901
12,159.095,0.88183,1.15394,0.64199,1.03589,0.80847,0.83784,0.86157,0.58303,0.81799,0.83292,0.86645,0.48012,1.11441,1.4461,0.91299,1.26006,0.008911,0.008911,0.008911
13,171.907,0.86781,1.16541,0.63904,1.02612,0.84334,0.80502,0.85718,0.57167,0.83785,0.79923,0.83445,0.4489,1.14257,1.44121,0.81132,1.25387,0.008812,0.008812,0.008812
14,184.735,0.85528,1.11653,0.61134,1.01481,0.77897,0.84364,0.83752,0.56909,0.7563,0.84476,0.82964,0.44251,1.14777,1.40561,1.08049,1.26019,0.008713,0.008713,0.008713
15,197.48,0.84995,1.12791,0.61662,1.02407,0.87179,0.85135,0.90751,0.62942,0.86586,0.84556,0.90227,0.5066,1.05945,1.37445,0.70939,1.18645,0.008614,0.008614,0.008614
16,210.216,0.82544,1.1257,0.58561,1.01629,0.83511,0.83107,0.87352,0.60053,0.84736,0.83398,0.88465,0.49243,1.07272,1.43088,0.7724,1.21046,0.008515,0.008515,0.008515
17,222.897,0.84011,1.10616,0.58451,1.01939,0.86351,0.84942,0.90406,0.63234,0.86847,0.84556,0.89835,0.51175,1.04215,1.29613,0.6973,1.1909,0.008416,0.008416,0.008416
18,235.799,0.79993,1.07823,0.5502,1.0002,0.89732,0.8267,0.89378,0.60963,0.89339,0.82504,0.89475,0.50922,1.08546,1.30924,0.74944,1.21659,0.008317,0.008317,0.008317
19,248.487,0.79864,1.0755,0.55566,1.00062,0.85657,0.83012,0.87797,0.60575,0.86365,0.83784,0.88944,0.5174,1.08716,1.3636,0.75313,1.23217,0.008218,0.008218,0.008218
20,261.182,0.79156,1.07057,0.53649,1.00367,0.82522,0.83858,0.8741,0.61805,0.83703,0.8417,0.87326,0.49879,1.03151,1.33265,0.71529,1.18596,0.008119,0.008119,0.008119
21,273.997,0.77014,1.03125,0.52887,0.99051,0.83404,0.88285,0.90338,0.63705,0.84691,0.87571,0.90296,0.52071,1.02522,1.26476,0.67738,1.17768,0.00802,0.00802,0.00802
22,286.788,0.7613,1.02996,0.52138,0.98687,0.84146,0.82432,0.8878,0.61574,0.84444,0.82819,0.87638,0.50287,1.08895,1.34527,0.71116,1.22227,0.007921,0.007921,0.007921
23,299.456,0.75399,1.02266,0.51434,0.98081,0.82102,0.83012,0.85357,0.57985,0.87635,0.79344,0.85714,0.48785,1.11617,1.38149,0.8151,1.22469,0.007822,0.007822,0.007822
24,312.259,0.7598,1.00784,0.51761,0.9851,0.87335,0.86873,0.90714,0.63443,0.86894,0.87033,0.90918,0.5238,1.03504,1.25005,0.69354,1.18038,0.007723,0.007723,0.007723
25,325.091,0.73535,0.99403,0.50172,0.97513,0.87542,0.85714,0.9056,0.63012,0.87483,0.85714,0.90309,0.50651,1.05295,1.31476,0.66772,1.19601,0.007624,0.007624,0.007624
26,337.779,0.72983,1.01137,0.50226,0.97436,0.84055,0.87523,0.90156,0.62951,0.85779,0.83591,0.89763,0.51185,1.02553,1.31826,0.67482,1.18186,0.007525,0.007525,0.007525
27,350.526,0.73529,1.02292,0.50202,0.97225,0.88709,0.88803,0.92177,0.66435,0.90746,0.88973,0.93261,0.53687,0.97717,1.30254,0.61687,1.13692,0.007426,0.007426,0.007426
28,363.405,0.72704,0.99456,0.48923,0.97478,0.89427,0.84749,0.91183,0.66709,0.90038,0.85328,0.91461,0.53993,0.96067,1.23354,0.60087,1.11655,0.007327,0.007327,0.007327
29,376.243,0.70601,0.94878,0.47217,0.96666,0.85193,0.85521,0.89446,0.63437,0.85737,0.86486,0.90096,0.51439,1.03725,1.32946,0.64525,1.18376,0.007228,0.007228,0.007228
30,389.032,0.70546,0.97495,0.47988,0.96264,0.87952,0.80326,0.90665,0.65345,0.88217,0.80938,0.90809,0.53604,0.97937,1.30792,0.71135,1.14673,0.007129,0.007129,0.007129
31,401.77,0.69564,0.9576,0.46958,0.96547,0.87331,0.88224,0.90648,0.64783,0.86817,0.87726,0.8989,0.52724,0.99944,1.25495,0.63958,1.14065,0.00703,0.00703,0.00703
32,414.577,0.69586,0.96161,0.46441,0.96724,0.86391,0.89189,0.92167,0.66619,0.86765,0.89575,0.9295,0.55085,1.00413,1.24378,0.57548,1.17238,0.006931,0.006931,0.006931
33,427.375,0.67772,0.92375,0.45679,0.95146,0.8885,0.88224,0.92054,0.67015,0.87611,0.87369,0.91467,0.54214,0.96482,1.28864,0.59706,1.13802,0.006832,0.006832,0.006832
34,440.014,0.66149,0.90111,0.44434,0.94537,0.88185,0.8668,0.92002,0.66213,0.88338,0.87744,0.92543,0.54711,0.98721,1.23401,0.60988,1.14932,0.006733,0.006733,0.006733
35,452.733,0.67232,0.93035,0.45211,0.95612,0.91687,0.87293,0.93351,0.68305,0.90551,0.88806,0.93725,0.55476,0.95841,1.21257,0.56586,1.14514,0.006634,0.006634,0.006634
36,465.469,0.67323,0.91714,0.45187,0.95667,0.89934,0.87963,0.91988,0.68297,0.90126,0.88102,0.92121,0.55744,0.9621,1.28226,0.5675,1.13069,0.006535,0.006535,0.006535
37,478.118,0.65947,0.90751,0.44099,0.9475,0.92084,0.83784,0.92484,0.67187,0.92296,0.83977,0.92688,0.55495,0.97652,1.21029,0.58406,1.13045,0.006436,0.006436,0.006436
38,490.913,0.6478,0.89942,0.43439,0.95077,0.88777,0.87645,0.91976,0.68319,0.89188,0.88031,0.92299,0.55463,0.93913,1.24427,0.63004,1.10007,0.006337,0.006337,0.006337
39,503.62,0.6471,0.8874,0.43711,0.94617,0.89089,0.8861,0.92267,0.67131,0.89141,0.88417,0.9135,0.54725,0.96755,1.28513,0.58989,1.12714,0.006238,0.006238,0.006238
40,516.376,0.62614,0.86645,0.42143,0.93627,0.90113,0.86293,0.91294,0.66081,0.89215,0.85521,0.90117,0.52898,0.96337,1.35327,0.61605,1.14162,0.006139,0.006139,0.006139
41,529.16,0.62849,0.88271,0.42363,0.93348,0.89912,0.86293,0.92343,0.67034,0.90516,0.86873,0.92574,0.54954,0.97734,1.25097,0.5879,1.13598,0.00604,0.00604,0.00604
42,541.886,0.62204,0.84481,0.41315,0.94064,0.90947,0.88031,0.93464,0.66431,0.90349,0.87452,0.9257,0.54404,0.97306,1.2715,0.61255,1.13211,0.005941,0.005941,0.005941
43,554.563,0.61471,0.85711,0.41856,0.94071,0.88588,0.89189,0.93105,0.68933,0.89355,0.89961,0.93052,0.54834,0.9502,1.30183,0.56157,1.14156,0.005842,0.005842,0.005842
44,567.347,0.61624,0.85178,0.4056,0.93794,0.89937,0.87998,0.92505,0.67816,0.8974,0.87805,0.9166,0.54508,0.95723,1.23208,0.58362,1.11773,0.005743,0.005743,0.005743
45,580.104,0.60902,0.85201,0.40692,0.93175,0.88727,0.88031,0.91823,0.67591,0.90556,0.88853,0.93022,0.55906,0.9505,1.22262,0.55971,1.12672,0.005644,0.005644,0.005644
46,592.783,0.60102,0.83012,0.39887,0.92654,0.88762,0.8844,0.93231,0.68674,0.88799,0.88224,0.93386,0.55599,0.9533,1.25871,0.5648,1.12109,0.005545,0.005545,0.005545
47,605.543,0.61396,0.86182,0.40503,0.93344,0.91956,0.87259,0.91714,0.67413,0.9214,0.88417,0.92388,0.56185,0.97426,1.23376,0.59296,1.14399,0.005446,0.005446,0.005446
48,618.21,0.60052,0.85999,0.40457,0.92288,0.91144,0.89408,0.93374,0.68924,0.90935,0.89085,0.92724,0.55927,0.94431,1.22607,0.53542,1.13318,0.005347,0.005347,0.005347
49,630.947,0.60202,0.82593,0.40406,0.93051,0.91146,0.88417,0.9374,0.69215,0.91345,0.8861,0.94023,0.57016,0.95573,1.25305,0.53968,1.12184,0.005248,0.005248,0.005248
50,643.694,0.60013,0.84549,0.39893,0.93143,0.87567,0.90927,0.92736,0.68943,0.88497,0.91892,0.93202,0.566,0.94518,1.19004,0.55033,1.11124,0.005149,0.005149,0.005149
51,656.437,0.58892,0.81239,0.39609,0.92728,0.89317,0.88768,0.91985,0.68159,0.88911,0.88803,0.92255,0.5628,0.93935,1.20101,0.57646,1.11351,0.00505,0.00505,0.00505
52,669.212,0.59705,0.83628,0.39769,0.92853,0.90657,0.87259,0.93217,0.69026,0.91153,0.87838,0.93722,0.56465,0.96271,1.26296,0.54652,1.12181,0.004951,0.004951,0.004951
53,681.983,0.57372,0.83907,0.38433,0.92146,0.89538,0.89575,0.93323,0.68071,0.89114,0.9008,0.93149,0.55914,0.97079,1.2831,0.53572,1.14758,0.004852,0.004852,0.004852
54,694.786,0.57171,0.81209,0.38409,0.92005,0.89479,0.88661,0.93222,0.69418,0.90258,0.89433,0.93409,0.5701,0.95411,1.21777,0.54768,1.12185,0.004753,0.004753,0.004753
55,707.572,0.57307,0.78463,0.37623,0.92149,0.92807,0.87182,0.93333,0.67987,0.92807,0.87182,0.92929,0.56604,0.93741,1.22001,0.55838,1.13111,0.004654,0.004654,0.004654
56,720.246,0.57058,0.78466,0.38044,0.92446,0.90504,0.88417,0.93124,0.68892,0.91187,0.89883,0.93768,0.57552,0.95419,1.20551,0.53276,1.1306,0.004555,0.004555,0.004555
57,732.991,0.56711,0.79748,0.37843,0.91983,0.90937,0.89104,0.93809,0.69687,0.90072,0.91078,0.94414,0.58092,0.91999,1.20819,0.51675,1.088,0.004456,0.004456,0.004456
58,745.753,0.54688,0.77695,0.36362,0.91117,0.91866,0.89399,0.93792,0.69698,0.91614,0.88579,0.93652,0.56737,0.9274,1.23102,0.52121,1.10152,0.004357,0.004357,0.004357
59,758.524,0.55365,0.75838,0.36305,0.91094,0.89535,0.89195,0.93,0.70007,0.89831,0.89189,0.93404,0.5743,0.90978,1.21852,0.54493,1.09675,0.004258,0.004258,0.004258
60,771.16,0.5535,0.76526,0.36329,0.91344,0.92625,0.88417,0.9292,0.69096,0.92928,0.88785,0.93709,0.56896,0.93079,1.19951,0.5217,1.10848,0.004159,0.004159,0.004159
61,783.905,0.55413,0.78003,0.36776,0.91795,0.91065,0.89382,0.93309,0.69171,0.91525,0.90541,0.9437,0.57311,0.92813,1.1876,0.53803,1.105,0.00406,0.00406,0.00406
62,796.631,0.5405,0.7596,0.35646,0.91233,0.92475,0.87838,0.92643,0.6942,0.92882,0.88224,0.92803,0.57531,0.94083,1.20401,0.53762,1.11872,0.003961,0.003961,0.003961
