epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.8157,2.22085,3.2323,1.77985,0.00369,0.0508,0.00196,0.0008,0.99631,31.9343,0.79744,0.00036,0.00036,0.00036
2,33.8197,1.86146,2.19698,1.41085,0.0108,0.14871,0.00724,0.00252,1.3787,61.0762,1.34738,0.000732684,0.000732684,0.000732684
3,49.6072,1.72822,1.74233,1.37534,0.03471,0.47797,0.17198,0.07208,0.85896,44.3821,0.81068,0.00109785,0.00109785,0.00109785
4,62.0914,1.67958,1.61229,1.36085,0.53803,0.24969,0.28624,0.1283,0.80287,29.3748,0.75089,0.00145551,0.00145551,0.00145551
5,75.8052,1.63195,1.53498,1.36356,0.34396,0.21787,0.19571,0.07558,0.86115,36.3362,0.79947,0.00180565,0.00180565,0.00180565
6,91.4684,1.64817,1.5475,1.36082,0.46409,0.41983,0.39536,0.18543,0.85633,89.6276,0.76822,0.00190113,0.00190113,0.00190113
7,105.207,1.61474,1.46245,1.32693,0.50249,0.43574,0.44448,0.2528,0.73838,103.452,0.69744,0.00188136,0.00188136,0.00188136
8,120.671,1.59476,1.43027,1.32884,0.52733,0.40514,0.43467,0.23578,0.7686,160.453,0.71454,0.00186158,0.00186158,0.00186158
9,133.26,1.59168,1.3952,1.32437,0.50039,0.3776,0.38526,0.18409,0.85466,10.6679,0.79555,0.00184181,0.00184181,0.00184181
10,144.026,1.59451,1.38714,1.31865,0.56178,0.4798,0.49767,0.25648,0.77682,26.1189,0.71088,0.00182204,0.00182204,0.00182204
11,155.758,1.55839,1.37087,1.29967,0.5467,0.45288,0.48671,0.2451,0.78432,45.4967,0.70349,0.00180226,0.00180226,0.00180226
12,171.216,1.57196,1.34286,1.31551,0.63064,0.51409,0.55666,0.31574,0.73453,79.8894,0.696,0.00178249,0.00178249,0.00178249
13,184.526,1.56851,1.31354,1.31336,0.64342,0.49755,0.55402,0.31841,0.72866,20.1089,0.68544,0.00176272,0.00176272,0.00176272
14,202.209,1.53678,1.2915,1.29232,0.58354,0.52395,0.55566,0.31351,0.71999,80.9066,0.67896,0.00174294,0.00174294,0.00174294
15,216.102,1.519,1.29432,1.30767,0.47598,0.39657,0.39334,0.1785,0.93731,212.657,0.81562,0.00172317,0.00172317,0.00172317
16,228.258,1.49097,1.2569,1.27182,0.60387,0.49912,0.54076,0.29423,0.77767,86.8482,0.72816,0.0017034,0.0017034,0.0017034
17,242.179,1.4869,1.24105,1.26962,0.66178,0.51836,0.59275,0.33764,0.72226,1.22347,0.67514,0.00168362,0.00168362,0.00168362
18,256.078,1.46904,1.23563,1.26759,0.62336,0.50612,0.56619,0.33381,0.71416,10.9445,0.67714,0.00166385,0.00166385,0.00166385
19,269.2,1.48616,1.22871,1.2716,0.66989,0.52906,0.61185,0.34606,0.73271,16.3044,0.67986,0.00164408,0.00164408,0.00164408
20,287.736,1.46771,1.20729,1.26925,0.68406,0.49266,0.59072,0.33347,0.72944,1.40821,0.67421,0.0016243,0.0016243,0.0016243
21,300.905,1.47225,1.18362,1.25359,0.64397,0.49878,0.56308,0.31267,0.75714,3.64908,0.69928,0.00160453,0.00160453,0.00160453
22,314.829,1.44736,1.17956,1.25333,0.65075,0.54849,0.60465,0.352,0.7013,11.9857,0.67481,0.00158475,0.00158475,0.00158475
23,329.894,1.45229,1.17042,1.25839,0.66792,0.5459,0.61644,0.35883,0.7053,11.6539,0.67228,0.00156498,0.00156498,0.00156498
24,345.311,1.46847,1.18526,1.25384,0.71494,0.55263,0.64497,0.37495,0.70464,3.81128,0.66596,0.00154521,0.00154521,0.00154521
25,362.609,1.43056,1.17356,1.23915,0.64451,0.52448,0.597,0.34078,0.70722,2.09925,0.66677,0.00152543,0.00152543,0.00152543
26,376.401,1.38846,1.1373,1.23113,0.65694,0.54963,0.62415,0.37086,0.68713,0.85861,0.65801,0.00150566,0.00150566,0.00150566
27,388.868,1.43603,1.16611,1.24884,0.67039,0.54284,0.60592,0.35416,0.70554,9.5969,0.67328,0.00148589,0.00148589,0.00148589
28,405.185,1.43153,1.15988,1.2408,0.68121,0.53488,0.61919,0.36207,0.70762,5.40965,0.66606,0.00146611,0.00146611,0.00146611
29,431.792,1.42489,1.13747,1.24285,0.69172,0.56671,0.64247,0.37618,0.68943,10.4611,0.6528,0.00144634,0.00144634,0.00144634
30,444.099,1.42014,1.12903,1.22292,0.65479,0.56365,0.6205,0.36841,0.68367,4.32098,0.66006,0.00142657,0.00142657,0.00142657
31,455.968,1.40585,1.12111,1.2277,0.67172,0.57099,0.64568,0.38687,0.68495,3.47106,0.66044,0.00140679,0.00140679,0.00140679
32,475.37,1.39757,1.09158,1.22212,0.66761,0.54957,0.61456,0.35916,0.70453,4.14714,0.66208,0.00138702,0.00138702,0.00138702
33,491.201,1.41779,1.09401,1.23035,0.69534,0.5661,0.64429,0.38299,0.68885,5.21523,0.65441,0.00136724,0.00136724,0.00136724
34,509.086,1.40864,1.10225,1.23025,0.66,0.5563,0.62756,0.37694,0.68238,15.0066,0.6541,0.00134747,0.00134747,0.00134747
35,523.886,1.40707,1.11523,1.23129,0.63233,0.50551,0.55732,0.31522,0.73055,29.7362,0.68453,0.0013277,0.0013277,0.0013277
36,537.014,1.4102,1.11457,1.22505,0.71326,0.5508,0.64236,0.38675,0.67687,19.8469,0.64917,0.00130792,0.00130792,0.00130792
37,549.306,1.37552,1.09581,1.21827,0.70473,0.58719,0.67053,0.40667,0.66261,4.75417,0.6441,0.00128815,0.00128815,0.00128815
38,562.71,1.34649,1.06348,1.20821,0.73016,0.5266,0.63403,0.3797,0.67797,0.99462,0.6439,0.00126838,0.00126838,0.00126838
39,577.645,1.4056,1.08113,1.21567,0.70004,0.56793,0.65008,0.38791,0.6685,1.94727,0.64382,0.0012486,0.0012486,0.0012486
40,590.565,1.37321,1.09287,1.22041,0.68748,0.59371,0.6599,0.40065,0.65888,2.33143,0.64056,0.00122883,0.00122883,0.00122883
41,603.007,1.38114,1.08406,1.21631,0.67469,0.59731,0.66631,0.40231,0.6694,2.03719,0.64686,0.00120906,0.00120906,0.00120906
42,619.386,1.36361,1.06859,1.19686,0.70366,0.58752,0.65753,0.38545,0.69111,12.811,0.66186,0.00118928,0.00118928,0.00118928
43,631.863,1.34326,1.0463,1.19238,0.71142,0.55814,0.65931,0.39203,0.68293,4.74573,0.65228,0.00116951,0.00116951,0.00116951
44,649.517,1.34669,1.03811,1.19833,0.71563,0.58262,0.67019,0.39946,0.67419,24.1415,0.64672,0.00114974,0.00114974,0.00114974
45,662.775,1.34931,1.04513,1.19641,0.68863,0.56982,0.65085,0.3753,0.69886,1.08323,0.66179,0.00112996,0.00112996,0.00112996
46,675.172,1.35866,1.03365,1.20668,0.70869,0.57222,0.65613,0.39744,0.65969,6.66373,0.63998,0.00111019,0.00111019,0.00111019
47,688.647,1.31958,1.0064,1.17964,0.68864,0.61383,0.67733,0.4083,0.65837,6.39395,0.64164,0.00109041,0.00109041,0.00109041
