epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.7171,2.05681,5.13625,1.10184,0.01298,0.1787,0.00835,0.0039,0.89605,51.7695,0.50113,0.00036,0.00036,0.00036
2,32.329,1.78456,3.45393,0.87921,0.01982,0.27295,0.0996,0.03704,0.84736,52.0416,0.49649,0.000732662,0.000732662,0.000732662
3,48.0572,1.654,2.7571,0.8533,0.3785,0.3623,0.26269,0.11195,0.76777,56.7314,0.44532,0.00109779,0.00109779,0.00109779
4,63.062,1.61714,2.5417,0.84063,0.33608,0.28335,0.18859,0.08555,0.76896,955.135,0.4721,0.00145538,0.00145538,0.00145538
5,76.5985,1.56024,2.43801,0.83531,0.22129,0.16401,0.12411,0.04887,1.00813,98.0102,0.64259,0.00180543,0.00180543,0.00180543
6,89.8114,1.56614,2.44726,0.84646,0.1924,0.20624,0.11628,0.05531,0.85068,154.803,0.5259,0.00190084,0.00190084,0.00190084
7,103.383,1.5592,2.39899,0.8413,0.31004,0.35129,0.24908,0.11551,0.85818,256.755,0.5206,0.00188101,0.00188101,0.00188101
8,120.558,1.51765,2.26558,0.8134,0.60633,0.46206,0.50817,0.27434,0.71307,36.842,0.43674,0.00186118,0.00186118,0.00186118
9,132.297,1.48687,2.23311,0.81413,0.6018,0.51163,0.5483,0.2863,0.73297,202.142,0.44409,0.00184134,0.00184134,0.00184134
10,145.917,1.45538,2.12687,0.80491,0.57745,0.47797,0.50134,0.26,0.70941,22.3685,0.4281,0.00182151,0.00182151,0.00182151
11,157.941,1.4833,2.14068,0.81103,0.59014,0.49878,0.52919,0.27711,0.73941,60.4352,0.42682,0.00180168,0.00180168,0.00180168
12,175.278,1.49325,2.12732,0.81153,0.63962,0.50061,0.5743,0.31723,0.68486,20.1176,0.42056,0.00178185,0.00178185,0.00178185
13,187.266,1.48003,2.09804,0.80896,0.58589,0.47613,0.53673,0.28864,0.73205,9.32803,0.42894,0.00176202,0.00176202,0.00176202
14,199.155,1.44879,2.06104,0.80163,0.60942,0.49204,0.54552,0.30465,0.67414,14.6652,0.41127,0.00174218,0.00174218,0.00174218
15,212.713,1.42978,2.01171,0.79329,0.65471,0.52632,0.59447,0.3362,0.66905,38.4928,0.4097,0.00172235,0.00172235,0.00172235
16,225.725,1.41173,1.98465,0.78936,0.67365,0.50532,0.58338,0.32121,0.69575,3.204,0.42237,0.00170252,0.00170252,0.00170252
17,238.953,1.43205,1.96824,0.79004,0.69168,0.54712,0.61958,0.35376,0.67698,2.71298,0.41414,0.00168269,0.00168269,0.00168269
18,253.643,1.39783,1.96179,0.78385,0.67186,0.54039,0.61841,0.35308,0.65615,16.7556,0.40207,0.00166286,0.00166286,0.00166286
19,265.177,1.40302,1.97565,0.78781,0.56168,0.50428,0.51043,0.26827,0.75566,9.09214,0.44787,0.00164302,0.00164302,0.00164302
20,278.646,1.43173,1.97473,0.78887,0.61514,0.55386,0.60316,0.34519,0.65145,6.00338,0.40428,0.00162319,0.00162319,0.00162319
21,293.463,1.36913,1.88199,0.77394,0.63918,0.51897,0.57814,0.31959,0.69971,7.48479,0.41754,0.00160336,0.00160336,0.00160336
22,315.151,1.40182,1.93877,0.78382,0.6496,0.52758,0.59122,0.3205,0.71462,1.72227,0.41957,0.00158353,0.00158353,0.00158353
23,327.205,1.35992,1.86406,0.76915,0.65806,0.55814,0.61744,0.35566,0.67294,13.5914,0.4128,0.0015637,0.0015637,0.0015637
24,340.304,1.3771,1.85531,0.77601,0.72084,0.52754,0.63308,0.36993,0.64892,1.55112,0.40489,0.00154386,0.00154386,0.00154386
25,352.232,1.35793,1.85047,0.76961,0.68132,0.56732,0.64627,0.37884,0.63757,4.53339,0.39941,0.00152403,0.00152403,0.00152403
26,368.517,1.36486,1.85291,0.76923,0.68124,0.58072,0.6529,0.38089,0.64271,1.56194,0.39982,0.0015042,0.0015042,0.0015042
27,384.517,1.38109,1.87026,0.77509,0.62493,0.53127,0.60182,0.32646,0.69801,1.70118,0.41727,0.00148437,0.00148437,0.00148437
28,396.243,1.35016,1.82833,0.76712,0.7064,0.55324,0.64038,0.37079,0.65049,2.48053,0.40072,0.00146454,0.00146454,0.00146454
29,415.812,1.34406,1.82877,0.76638,0.63336,0.54551,0.60318,0.33663,0.66884,164.916,0.41074,0.0014447,0.0014447,0.0014447
30,427.584,1.34627,1.83239,0.76211,0.68516,0.55403,0.62328,0.3529,0.66495,4.38269,0.40742,0.00142487,0.00142487,0.00142487
31,439.296,1.34109,1.79766,0.76605,0.69101,0.58874,0.66302,0.39157,0.63288,3.45835,0.3962,0.00140504,0.00140504,0.00140504
32,456.291,1.30746,1.72194,0.75896,0.70726,0.57099,0.65579,0.38625,0.63678,2.91897,0.39739,0.00138521,0.00138521,0.00138521
33,468.22,1.33862,1.75697,0.75571,0.70048,0.5869,0.66948,0.39495,0.63119,3.10636,0.39455,0.00136538,0.00136538,0.00136538
34,483.006,1.29667,1.73165,0.75278,0.68674,0.5769,0.6664,0.39723,0.63206,8.47772,0.39888,0.00134554,0.00134554,0.00134554
35,495.973,1.32036,1.71383,0.75367,0.68982,0.58017,0.66939,0.39263,0.63605,8.00531,0.39576,0.00132571,0.00132571,0.00132571
36,508.763,1.32263,1.75697,0.76188,0.71036,0.57486,0.66758,0.39801,0.63313,8.11191,0.39669,0.00130588,0.00130588,0.00130588
37,521.457,1.29636,1.72527,0.75667,0.71013,0.57571,0.65874,0.38313,0.66263,2.43624,0.40515,0.00128605,0.00128605,0.00128605
38,536.573,1.28619,1.70479,0.75105,0.67561,0.55318,0.63013,0.36636,0.66591,11.141,0.40351,0.00126622,0.00126622,0.00126622
39,548.163,1.29337,1.68649,0.75087,0.69983,0.58017,0.66686,0.39392,0.6359,7.64595,0.3995,0.00124638,0.00124638,0.00124638
40,560.717,1.2961,1.70365,0.75109,0.72359,0.56554,0.66489,0.3979,0.62589,1.11702,0.39206,0.00122655,0.00122655,0.00122655
41,577.738,1.2791,1.66669,0.74691,0.68308,0.59792,0.66851,0.40098,0.62642,25.928,0.39382,0.00120672,0.00120672,0.00120672
42,591.605,1.29795,1.71561,0.74264,0.73252,0.59665,0.68862,0.404,0.64465,11.1652,0.40361,0.00118689,0.00118689,0.00118689
43,604.25,1.29134,1.67646,0.74662,0.72015,0.58201,0.67416,0.40354,0.62897,1.84989,0.39512,0.00116706,0.00116706,0.00116706
44,619.958,1.28905,1.68916,0.74438,0.70556,0.57466,0.6604,0.37975,0.65499,1.57656,0.4073,0.00114722,0.00114722,0.00114722
45,632.848,1.28907,1.65994,0.73964,0.64954,0.6023,0.65916,0.38697,0.64309,29.0092,0.39702,0.00112739,0.00112739,0.00112739
46,647.331,1.26177,1.63861,0.73774,0.69989,0.57517,0.67031,0.40165,0.62088,1.29329,0.38968,0.00110756,0.00110756,0.00110756
