epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.3289,2.26913,3.30009,1.51166,0.03396,0.46756,0.02863,0.01377,1.16315,24.8611,0.89076,0.000649123,0.000649123,0.000649123
2,45.5709,1.95984,2.27282,1.28298,0.15038,0.11812,0.05706,0.01677,1.77583,45.004,1.40783,0.00130276,0.00130276,0.00130276
3,66.2809,1.81683,1.93754,1.24427,0.45659,0.33905,0.33591,0.15533,1.20391,44.252,0.96465,0.0019432,0.0019432,0.0019432
4,88.0777,1.87832,1.86969,1.27603,0.47027,0.41493,0.40318,0.18925,1.19183,157.952,0.90641,0.0019406,0.0019406,0.0019406
5,109.245,1.8176,1.73481,1.23904,0.59205,0.4847,0.52699,0.29593,1.01402,47.2622,0.83342,0.0019208,0.0019208,0.0019208
