epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.776,2.38251,3.4724,1.62704,0.00978,0.13464,0.00857,0.00272,1.35716,33.9633,0.87729,0.00036,0.00036,0.00036
2,31.5657,2.00612,2.38271,1.29633,0.02502,0.34455,0.06073,0.02147,0.89202,33.8703,0.68297,0.000732675,0.000732675,0.000732675
3,46.9029,1.84913,1.91603,1.26657,0.44363,0.20196,0.16984,0.07279,0.90216,34.002,0.72993,0.00109783,0.00109783,0.00109783
4,65.7201,1.84532,1.78088,1.25858,0.44067,0.19479,0.22151,0.09739,0.88736,89.2317,0.74403,0.00145546,0.00145546,0.00145546
5,79.5693,1.7415,1.68185,1.23365,0.51873,0.36543,0.37147,0.17701,0.82608,104.516,0.66598,0.00180557,0.00180557,0.00180557
6,94.6535,1.77385,1.66245,1.25059,0.44959,0.37087,0.36565,0.16591,0.9162,33.272,0.68842,0.00190102,0.00190102,0.00190102
7,108.374,1.75326,1.58946,1.2295,0.49457,0.43452,0.43294,0.21777,0.82951,57.076,0.65196,0.00188122,0.00188122,0.00188122
8,121.975,1.70668,1.55208,1.21721,0.51454,0.47351,0.47144,0.25136,0.8203,138.012,0.67449,0.00186143,0.00186143,0.00186143
9,146.26,1.73887,1.5126,1.21787,0.55166,0.3978,0.41986,0.21764,0.81674,46.4692,0.663,0.00184163,0.00184163,0.00184163
10,163.041,1.70212,1.50859,1.20166,0.57345,0.47001,0.50609,0.2598,0.83801,21.4972,0.65674,0.00182183,0.00182183,0.00182183
11,177.052,1.64839,1.45086,1.19777,0.51368,0.41306,0.41645,0.21834,0.82486,23.8651,0.67041,0.00180204,0.00180204,0.00180204
12,192.161,1.67368,1.48721,1.19788,0.49679,0.44125,0.43573,0.2111,0.83796,47.9071,0.66788,0.00178224,0.00178224,0.00178224
13,204.677,1.66482,1.42685,1.18966,0.6003,0.50734,0.54247,0.29292,0.80041,39.1696,0.65678,0.00176245,0.00176245,0.00176245
