epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.267,2.35608,3.5685,1.63915,0.01751,0.24113,0.01713,0.00486,1.14782,35.0696,0.72691,0.00036,0.00036,0.00036
2,31.9412,1.99627,2.44807,1.292,0.01978,0.27234,0.01533,0.00655,0.88667,190.082,0.70327,0.000732674,0.000732674,0.000732674
3,50.6077,1.86039,1.93448,1.258,0.01452,0.19706,0.05729,0.01779,1.06056,39.7289,0.84891,0.00109782,0.00109782,0.00109782
4,67.7771,1.79375,1.83528,1.25359,0.30585,0.23133,0.18065,0.0798,0.91441,58.0617,0.76124,0.00145545,0.00145545,0.00145545
5,86.6058,1.74585,1.67514,1.22203,0.45651,0.29804,0.27539,0.11508,0.9391,51.5369,0.77718,0.00180555,0.00180555,0.00180555
6,98.9298,1.73806,1.68757,1.23064,0.38451,0.44125,0.33116,0.16758,0.8044,99.3441,0.64616,0.001901,0.001901,0.001901
7,117.12,1.77141,1.6508,1.22906,0.34928,0.30682,0.25431,0.11673,0.87893,64.1067,0.71138,0.0018812,0.0018812,0.0018812
8,130.393,1.70034,1.57539,1.2154,0.48648,0.45349,0.44262,0.22605,0.82038,150.343,0.66605,0.0018614,0.0018614,0.0018614
9,157.493,1.71957,1.57474,1.22812,0.58395,0.43452,0.48248,0.2538,0.83265,65.9482,0.70434,0.0018416,0.0018416,0.0018416
10,171.086,1.63115,1.52021,1.18582,0.51841,0.43941,0.46386,0.24214,0.8301,24.831,0.66685,0.0018218,0.0018218,0.0018218
11,189.294,1.64094,1.47758,1.18605,0.63063,0.45716,0.50868,0.27762,0.77856,78.0843,0.63949,0.001802,0.001802,0.001802
12,206.42,1.64948,1.49666,1.18108,0.58717,0.49355,0.53369,0.29271,0.76371,24.1171,0.63177,0.0017822,0.0017822,0.0017822
13,224.333,1.6545,1.5099,1.19571,0.60872,0.49204,0.54823,0.30273,0.7745,24.6384,0.6281,0.0017624,0.0017624,0.0017624
14,236.914,1.63659,1.46575,1.18519,0.67827,0.44614,0.53739,0.29098,0.78825,13.253,0.64882,0.0017426,0.0017426,0.0017426
15,251.945,1.62195,1.4201,1.17008,0.58157,0.45847,0.50276,0.25679,0.84604,20.8263,0.6671,0.0017228,0.0017228,0.0017228
16,264.252,1.60745,1.42557,1.16458,0.55042,0.5,0.52388,0.29359,0.76117,14.6069,0.62037,0.001703,0.001703,0.001703
17,276.033,1.58615,1.39947,1.16944,0.67839,0.52412,0.60268,0.3418,0.72766,2.50989,0.61146,0.0016832,0.0016832,0.0016832
18,290.363,1.57131,1.39469,1.16519,0.64746,0.55692,0.61854,0.34958,0.73767,2.83086,0.60836,0.0016634,0.0016634,0.0016634
19,304.232,1.61031,1.38265,1.15607,0.6286,0.56548,0.6111,0.35748,0.73075,3.70415,0.60542,0.0016436,0.0016436,0.0016436
20,316.645,1.59555,1.41099,1.15592,0.64598,0.48776,0.56592,0.30207,0.80808,9.95508,0.63738,0.0016238,0.0016238,0.0016238
21,336.054,1.58457,1.34879,1.14185,0.67373,0.53202,0.60441,0.34229,0.73593,9.63891,0.59927,0.001604,0.001604,0.001604
22,352.001,1.56233,1.33334,1.15318,0.64903,0.57265,0.62575,0.35527,0.73795,15.6605,0.6178,0.0015842,0.0015842,0.0015842
23,366.025,1.55379,1.31976,1.147,0.62909,0.459,0.51808,0.26424,0.89941,11.7227,0.67445,0.0015644,0.0015644,0.0015644
24,377.954,1.54421,1.31273,1.13854,0.68299,0.55905,0.63411,0.36683,0.72368,24.0844,0.59615,0.0015446,0.0015446,0.0015446
25,397.337,1.53264,1.30494,1.1362,0.63693,0.54957,0.60743,0.35828,0.72125,4.35378,0.59949,0.0015248,0.0015248,0.0015248
26,412.567,1.52973,1.32133,1.13764,0.68568,0.52509,0.60369,0.33725,0.74563,2.57119,0.61888,0.001505,0.001505,0.001505
27,426.685,1.53499,1.3031,1.14364,0.69562,0.56505,0.63816,0.36674,0.72284,11.9074,0.59872,0.0014852,0.0014852,0.0014852
28,440.406,1.54617,1.32086,1.13374,0.6052,0.54225,0.57673,0.33859,0.74234,75.3667,0.619,0.0014654,0.0014654,0.0014654
