epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.513,2.42331,3.59838,1.66525,0.01453,0.20012,0.01353,0.00458,1.14527,35.2941,0.75818,0.00036,0.00036,0.00036
2,32.5615,2.02055,2.46674,1.31087,0.0252,0.347,0.11393,0.04803,0.92975,34.6374,0.68467,0.000732676,0.000732676,0.000732676
3,49.0406,1.90564,1.93634,1.28245,0.01129,0.15545,0.04617,0.01947,1.19033,36.5452,0.92821,0.00109783,0.00109783,0.00109783
4,67.2363,1.84669,1.84607,1.27102,0.61112,0.09853,0.18001,0.07838,0.97889,31.6607,0.7735,0.00145546,0.00145546,0.00145546
5,81.7537,1.82907,1.77404,1.26356,0.70344,0.15177,0.27037,0.12751,0.98458,30.7486,0.80879,0.00180557,0.00180557,0.00180557
6,96.0204,1.74638,1.67895,1.24557,0.49498,0.41126,0.4089,0.19812,0.9517,74.6428,0.7766,0.00190102,0.00190102,0.00190102
7,109.999,1.82351,1.67077,1.25142,0.42089,0.41983,0.35359,0.16481,0.89222,56.8794,0.70472,0.00188123,0.00188123,0.00188123
8,124.735,1.78666,1.62012,1.2293,0.58167,0.47552,0.52148,0.28789,0.80655,38.748,0.65652,0.00186143,0.00186143,0.00186143
9,140.67,1.74955,1.56397,1.22788,0.54553,0.49021,0.49764,0.25579,0.85552,53.8628,0.67465,0.00184164,0.00184164,0.00184164
10,159.743,1.70843,1.51488,1.22193,0.5916,0.41799,0.47751,0.24444,0.88538,17.9787,0.66365,0.00182184,0.00182184,0.00182184
11,171.796,1.68932,1.5184,1.2217,0.59212,0.50734,0.53909,0.29188,0.80206,36.7493,0.63288,0.00180204,0.00180204,0.00180204
12,185.145,1.75042,1.52145,1.24072,0.63358,0.50052,0.55578,0.31456,0.77636,18.8402,0.63818,0.00178225,0.00178225,0.00178225
13,200.293,1.67409,1.46737,1.2009,0.6658,0.51207,0.58709,0.3235,0.79875,10.5498,0.64137,0.00176245,0.00176245,0.00176245
14,220.643,1.70199,1.47001,1.20038,0.64956,0.4889,0.56709,0.30804,0.77794,42.4096,0.63486,0.00174266,0.00174266,0.00174266
15,232.743,1.68817,1.43363,1.19695,0.60834,0.48715,0.53804,0.28014,0.85609,62.7817,0.67754,0.00172286,0.00172286,0.00172286
